sex,destcode,origincode,Y2000,Y1990,Y1980,Y1970,Y1960
Female,COM,FRA,15,39,166,299,296
Female,COM,GUF,0,0,0,2,2
Female,COM,PYF,0,0,0,0,0
Female,COM,GAB,0,0,0,0,0
Female,COM,GMB,0,0,0,0,0
Female,COM,GEO,0,0,0,2,2
Female,COM,DEU,0,0,2,2,2
Female,COM,GHA,0,0,0,0,0
Female,COM,GIB,0,0,0,0,0
Female,COM,GRC,0,0,0,0,0
Female,COM,GRL,0,0,0,0,0
Female,COM,GRD,0,0,0,0,0
Female,COM,GLP,0,0,0,2,2
Female,COM,GUM,0,0,0,0,0
Female,COM,GTM,0,0,0,0,0
Female,COM,GIN,0,0,0,0,0
Female,COM,GNB,0,0,0,0,0
Female,COM,GUY,0,0,0,0,0
Female,COM,HTI,0,0,0,0,0
Female,COM,HND,0,0,0,0,0
Female,COM,HKG,0,0,0,0,0
Female,COM,HUN,0,0,0,0,0
Female,COM,ISL,0,0,0,0,0
Female,COM,IND,0,2,9,47,47
Female,COM,IDN,0,0,0,0,0
Female,COM,IRN,0,0,0,0,0
Female,COM,IRQ,0,0,0,0,0
Female,COM,IRL,0,0,0,0,0
Female,COM,IMY,NA,NA,NA,NA,NA
Female,COM,ISR,0,0,0,0,0
Female,COM,ITA,0,0,3,3,3
Female,COM,JAM,0,0,0,0,0
Female,COM,JPN,0,0,0,0,0
Female,COM,JOR,0,0,0,0,0
Female,COM,KAZ,0,0,0,0,0
Female,COM,KEN,4,10,43,55,54
Female,COM,KIR,0,0,0,0,0
Female,COM,PRK,0,0,0,0,0
Female,COM,KOR,0,0,0,0,0
Female,COM,KSV,NA,NA,NA,NA,NA
Female,COM,KWT,0,0,0,0,0
Female,COM,KGZ,0,0,0,0,0
Female,COM,LAO,0,0,0,0,0
Female,COM,LVA,0,0,0,0,0
Female,COM,LBN,0,0,0,0,0
Female,COM,LSO,0,0,0,0,0
Female,COM,LBR,0,0,0,0,0
Female,COM,LBY,0,0,0,2,2
Female,COM,LIE,0,0,0,0,0
Female,COM,LTU,0,0,0,0,0
Female,COM,LUX,0,0,0,0,0
Female,COM,MAC,0,0,0,0,0
Female,COM,MKD,0,0,0,0,0
Female,COM,MDG,656,1682,7082,6075,6010
Female,COM,MWI,0,0,0,0,0
Female,COM,MYS,0,0,0,0,0
Female,COM,MDV,0,0,0,0,0
Female,COM,MLI,0,0,0,0,0
Female,COM,MLT,0,0,0,0,0
Female,COM,MHL,0,0,0,0,0
Female,COM,MTQ,0,0,0,2,2
Female,COM,MRT,0,0,0,0,0
Female,COM,MUS,0,0,0,0,0
Female,COM,MYT,0,0,0,538,532
Female,COM,MEX,0,0,3,15,15
Female,COM,FSM,0,0,0,0,0
Female,COM,MDA,0,0,0,0,0
Female,COM,MCO,0,0,0,0,0
Female,COM,MNG,0,0,0,0,0
Female,COM,MNE,NA,NA,NA,NA,NA
Female,COM,MSR,0,0,0,0,0
Female,COM,MAR,0,0,0,0,0
Female,COM,MOZ,0,0,4,7,7
Female,COM,MMR,0,0,0,0,0
Female,COM,NAM,0,0,0,0,0
Female,COM,NRU,0,0,0,0,0
Female,COM,NPL,0,0,0,0,0
Female,COM,NLD,0,0,0,0,0
Female,COM,ANT,0,0,0,0,0
Female,COM,NCL,0,0,0,0,0
Female,COM,NZL,0,0,0,0,0
Female,COM,NIC,0,0,0,0,0
Female,COM,NER,0,0,0,0,0
Female,COM,NGA,0,0,3,5,5
Female,COM,NIU,0,0,0,0,0
Female,COM,NFK,0,0,0,0,0
Female,COM,MNP,0,0,0,0,0
Female,COM,NOR,0,0,0,0,0
Female,COM,OMN,0,0,0,0,0
Female,COM,PAK,0,0,0,3,3
Female,COM,PLW,0,0,0,0,0
Female,COM,PAN,0,0,0,0,0
Female,COM,PNG,0,0,0,0,0
Female,COM,PRY,0,0,0,0,0
Female,COM,PER,0,0,0,0,0
Female,COM,PHL,0,0,0,0,0
Female,COM,POL,0,0,3,3,3
Female,COM,PRT,0,0,0,0,0
Female,COM,PRI,0,0,0,5,5
Female,COM,QAT,0,0,0,0,0
Female,COM,zzz,NA,NA,NA,NA,NA
Female,COM,REU,8,20,85,0,0
Female,COM,ROM,0,0,0,0,0
Female,COM,RUS,0,0,0,0,0
Female,COM,RWA,0,2,8,14,14
Female,COM,SHN,0,0,0,0,0
Female,COM,SPM,0,0,0,0,0
Female,COM,WSM,0,0,0,0,0
Female,COM,SMR,0,0,0,0,0
Female,COM,STP,0,0,0,0,0
Female,COM,SAU,0,0,0,0,0
Female,COM,SEN,0,0,0,0,0
Female,COM,SRB,NA,NA,NA,NA,NA
Female,COM,SCG,0,0,0,0,0
Female,COM,SYC,0,0,0,0,0
Female,COM,SLE,0,0,0,0,0
Female,COM,SGP,0,0,0,0,0
Female,COM,SVK,0,0,0,0,0
Female,COM,SVN,0,0,0,0,0
Female,COM,SLB,0,0,0,0,0
Female,COM,SOM,0,0,0,6,5
Female,COM,ZAF,0,0,0,0,0
Female,COM,ESP,0,0,0,0,0
Female,COM,LKA,0,0,0,0,0
Female,COM,KNA,0,0,0,0,0
Female,COM,LCA,0,0,0,0,0
Female,COM,VCT,0,0,0,0,0
Female,COM,SDN,0,0,4,27,26
Female,COM,SUR,0,0,0,0,0
Female,COM,SWZ,0,0,0,0,0
Female,COM,SWE,0,0,0,0,0
Female,COM,CHE,0,0,0,0,0
Female,COM,SYR,0,0,0,0,0
Female,COM,TWN,0,0,0,0,0
Female,COM,TJK,0,0,0,0,0
Female,COM,TZA,9,24,101,94,93
Female,COM,THA,0,0,0,0,0
Female,COM,TLS,0,0,0,0,0
Female,COM,TGO,0,0,0,0,0
Female,COM,TKL,0,0,0,0,0
Female,COM,TON,0,0,0,0,0
Female,COM,TTO,0,0,0,0,0
Female,COM,TUN,0,0,0,0,0
Female,COM,TUR,0,0,0,2,2
Female,COM,TKM,0,0,0,0,0
Female,COM,TCA,0,0,0,0,0
Female,COM,TUV,0,0,0,0,0
Female,COM,UGA,0,2,6,13,13
Female,COM,UKR,0,0,0,0,0
Female,COM,ARE,0,0,0,0,0
Female,COM,GBR,1,4,16,17,17
Female,COM,USA,0,2,8,41,40
Female,COM,URY,0,0,0,0,0
Female,COM,UZB,0,0,0,0,0
Female,COM,VUT,0,0,0,0,0
Female,COM,VEN,0,0,0,0,0
Female,COM,VNM,0,0,0,0,0
Female,COM,VIR,0,0,0,0,0
Female,COM,VGB,0,0,0,0,0
Female,COM,WLF,0,0,0,0,0
Female,COM,PSE,0,0,0,0,0
Female,COM,YEM,0,0,2,0,0
Female,COM,ZMB,0,0,0,1,1
Female,COM,ZWE,0,0,0,0,0
Female,COD,AFG,9,4,2,2,1
Female,COD,DZA,0,213,134,93,77
Female,COD,AUS,117,122,71,50,41
Female,COD,AUT,184,47,22,15,12
Female,COD,AZE,14,632,396,276,228
Female,COD,BLR,3,24,15,10,9
Female,COD,BLZ,0,0,0,0,0
Female,COD,BEN,0,1771,1111,775,639
Female,COD,ALB,63,353,219,153,126
Female,COD,ASM,0,3,2,1,0
Female,COD,AND,0,0,0,0,0
Female,COD,AGO,0,571,358,250,206
Female,COD,AIA,0,0,0,0,0
Female,COD,ATG,0,0,0,0,0
Female,COD,ARG,9,23,14,10,8
Female,COD,ARM,32,1460,914,638,526
Female,COD,ABW,0,0,0,0,0
Female,COD,BHS,0,0,0,0,0
Female,COD,BHR,0,139,87,61,50
Female,COD,BGD,0,80,50,35,29
Female,COD,BRB,0,3,2,1,0
Female,COD,BEL,372223,75629,31182,21759,17938
Female,COD,BMU,0,0,0,0,0
Female,COD,BTN,0,0,0,0,0
Female,COD,BOL,1,3,2,1,0
Female,COD,BIH,12,3,1,1,0
Female,COD,BWA,0,0,0,0,0
Female,COD,BRA,129,219,132,92,76
Female,COD,BRN,0,0,0,0,0
Female,COD,BGR,0,2,1,0,0
Female,COD,BFA,0,192,121,84,69
Female,COD,BDI,3,15147,9501,6630,5466
Female,COD,KHM,0,27,17,12,10
Female,COD,CMR,0,2627,1648,1150,948
Female,COD,CAN,990,933,542,378,312
Female,COD,CPV,0,522,327,228,188
Female,COD,CYM,0,0,0,0,0
Female,COD,CAF,0,2864,1797,1254,1034
Female,COD,TCD,45,10529,6602,4607,3798
Female,COD,CHI,NA,NA,NA,NA,NA
Female,COD,CHL,6,14,8,6,5
Female,COD,CHN,0,10353,6494,4532,3736
Female,COD,COL,9,21,13,9,7
Female,COD,COM,14,3256,2042,1425,1175
Female,COD,COD,0,0,0,0,0
Female,COD,COG,0,4182,2623,1830,1509
Female,COD,COK,0,0,0,0,0
Female,COD,CRI,0,0,0,0,0
Female,COD,CIV,0,99,62,44,36
Female,COD,HRV,9,3,1,0,0
Female,COD,CUB,7,229,144,100,83
Female,COD,CYP,0,6,4,3,2
Female,COD,CZE,49,9,4,3,2
Female,COD,DNK,163,103,58,40,33
Female,COD,DJI,0,23,15,10,8
Female,COD,DMA,0,1,0,0,0
Female,COD,DOM,0,10,6,4,4
Female,COD,ECU,10,24,15,10,8
Female,COD,EGY,208,1499,931,650,536
Female,COD,SLV,0,1,0,0,0
Female,COD,GNQ,0,1836,1151,803,662
Female,COD,ERI,9,22161,13900,9700,7996
Female,COD,EST,0,0,0,0,0
Female,COD,ETH,0,0,0,0,0
Female,COD,FRO,0,0,0,0,0
Female,COD,FLK,0,0,0,0,0
Female,COD,FJI,2,12,7,5,4
Female,COD,FIN,45,10,4,3,2
Female,COD,FRA,10738,75580,46936,32753,27001
Female,COD,GUF,0,0,0,0,0
Female,COD,PYF,0,0,0,0,0
Female,COD,GAB,0,198,124,87,71
Female,COD,GMB,0,317,199,139,114
Female,COD,GEO,5,223,139,97,80
Female,COD,DEU,647,1105,665,464,383
Female,COD,GHA,0,406,255,178,147
Female,COD,GIB,0,0,0,0,0
Female,COD,GRC,11492,5623,3028,2113,1742
Female,COD,GRL,0,0,0,0,0
Female,COD,GRD,0,4,2,2,1
Female,COD,GLP,0,0,0,0,0
Female,COD,GUM,0,2,1,0,0
Female,COD,GTM,0,0,0,0,0
Female,COD,GIN,0,3327,2087,1456,1200
Female,COD,GNB,0,2586,1622,1132,933
Female,COD,GUY,2,5,3,2,2
Female,COD,HTI,0,28,17,12,10
Female,COD,HND,0,0,0,0,0
Female,COD,HKG,0,28,17,12,10
Female,COD,HUN,178,36,15,10,9
Female,COD,ISL,2,11,7,5,4
Female,COD,IND,91,35009,21955,15321,12630
Female,COD,IDN,19,12,7,5,4
Female,COD,IRN,36,22,12,8,7
Female,COD,IRQ,0,406,255,178,147
Female,COD,IRL,7,25,15,11,9
Female,COD,IMY,NA,NA,NA,NA,NA
Female,COD,ISR,220,173,99,69,57
Female,COD,ITA,14535,4472,2172,1516,1249
Female,COD,JAM,0,16,10,7,6
Female,COD,JPN,0,193,121,84,69
Female,COD,JOR,0,359,225,157,129
Female,COD,KAZ,4,48,30,21,17
Female,COD,KEN,2,10552,6619,4619,3807
Female,COD,KIR,0,2,1,0,0
Female,COD,PRK,0,80,50,35,29
Female,COD,KOR,0,106,66,46,38
Female,COD,KSV,NA,NA,NA,NA,NA
Female,COD,KWT,0,15,9,6,5
Female,COD,KGZ,0,9,6,4,3
Female,COD,LAO,0,25,16,11,9
Female,COD,LVA,0,0,0,0,0
Female,COD,LBN,28,1543,966,674,556
Female,COD,LSO,0,0,0,0,0
Female,COD,LBR,0,0,0,0,0
Female,COD,LBY,0,114,71,50,41
Female,COD,LIE,0,0,0,0,0
Female,COD,LTU,0,1,0,0,0
Female,COD,LUX,2147,489,214,149,123
Female,COD,MAC,0,0,0,0,0
Female,COD,MKD,8,2,0,0,0
Female,COD,MDG,0,90,56,39,32
Female,COD,MWI,0,4,2,2,1
Female,COD,MYS,0,33,21,14,12
Female,COD,MDV,0,0,0,0,0
Female,COD,MLI,0,3053,1915,1336,1102
Female,COD,MLT,0,2,1,0,0
Female,COD,MHL,0,0,0,0,0
Female,COD,MTQ,0,0,0,0,0
Female,COD,MRT,2,556,349,244,201
Female,COD,MUS,0,25,16,11,9
Female,COD,MYT,0,0,0,0,0
Female,COD,MEX,0,7,5,3,3
Female,COD,FSM,3,17,11,8,6
Female,COD,MDA,0,5,3,2,2
Female,COD,MCO,0,0,0,0,0
Female,COD,MNG,0,0,0,0,0
Female,COD,MNE,NA,NA,NA,NA,NA
Female,COD,MSR,0,0,0,0,0
Female,COD,MAR,0,23,14,10,8
Female,COD,MOZ,0,117,73,51,42
Female,COD,MMR,0,50,31,22,18
Female,COD,NAM,0,0,0,0,0
Female,COD,NRU,0,1,0,0,0
Female,COD,NPL,0,0,0,0,0
Female,COD,NLD,5346,1431,666,465,383
Female,COD,ANT,0,0,0,0,0
Female,COD,NCL,0,0,0,0,0
Female,COD,NZL,55,323,200,140,115
Female,COD,NIC,0,12,7,5,4
Female,COD,NER,0,482,302,211,174
Female,COD,NGA,0,21051,13204,9214,7596
Female,COD,NIU,0,0,0,0,0
Female,COD,NFK,0,0,0,0,0
Female,COD,MNP,0,0,0,0,0
Female,COD,NOR,329,62,24,17,14
Female,COD,OMN,0,64,40,28,23
Female,COD,PAK,64,3343,2094,1461,1205
Female,COD,PLW,0,5,3,2,2
Female,COD,PAN,0,0,0,0,0
Female,COD,PNG,0,2,1,0,0
Female,COD,PRY,0,0,0,0,0
Female,COD,PER,6,13,8,6,5
Female,COD,PHL,0,236,148,103,85
Female,COD,POL,393,95,43,30,25
Female,COD,PRT,17770,5019,2377,1659,1368
Female,COD,PRI,0,0,0,0,0
Female,COD,QAT,0,51,32,22,18
Female,COD,zzz,NA,NA,NA,NA,NA
Female,COD,REU,0,0,0,0,0
Female,COD,ROM,136,506,312,217,179
Female,COD,RUS,4,106,66,46,38
Female,COD,RWA,7,33564,21053,14691,12111
Female,COD,SHN,0,0,0,0,0
Female,COD,SPM,0,0,0,0,0
Female,COD,WSM,0,0,0,0,0
Female,COD,SMR,0,0,0,0,0
Female,COD,STP,0,150,94,66,54
Female,COD,SAU,0,588,369,257,212
Female,COD,SEN,3,12500,7841,5471,4510
Female,COD,SRB,NA,NA,NA,NA,NA
Female,COD,SCG,33,9,4,3,2
Female,COD,SYC,0,0,0,0,0
Female,COD,SLE,0,237,149,104,86
Female,COD,SGP,0,8,5,3,3
Female,COD,SVK,59,11,5,3,3
Female,COD,SVN,0,0,0,0,0
Female,COD,SLB,0,2,0,0,0
Female,COD,SOM,12,2881,1807,1261,1039
Female,COD,ZAF,1088,94,12,8,7
Female,COD,ESP,970,461,246,171,141
Female,COD,LKA,0,0,0,0,0
Female,COD,KNA,0,0,0,0,0
Female,COD,LCA,0,0,0,0,0
Female,COD,VCT,0,2,1,0,0
Female,COD,SDN,0,17032,10684,7455,6146
Female,COD,SUR,4,9,6,4,3
Female,COD,SWZ,0,0,0,0,0
Female,COD,SWE,1091,232,97,68,56
Female,COD,CHE,3359,864,396,276,228
Female,COD,SYR,9,824,517,360,297
Female,COD,TWN,0,45,28,20,16
Female,COD,TJK,2,31,19,13,11
Female,COD,TZA,2,11405,7154,4992,4115
Female,COD,THA,0,58,36,25,21
Female,COD,TLS,0,0,0,0,0
Female,COD,TGO,0,735,461,322,265
Female,COD,TKL,0,0,0,0,0
Female,COD,TON,0,0,0,0,0
Female,COD,TTO,0,8,5,3,3
Female,COD,TUN,19,13,7,5,4
Female,COD,TUR,307,143,76,53,44
Female,COD,TKM,0,5,3,2,2
Female,COD,TCA,0,0,0,0,0
Female,COD,TUV,0,3,2,1,0
Female,COD,UGA,0,1891,1186,828,682
Female,COD,UKR,12,96,60,42,34
Female,COD,ARE,0,82,51,36,30
Female,COD,GBR,9910,43172,26646,18594,15329
Female,COD,USA,8405,3806,2017,1408,1161
Female,COD,URY,0,2,1,0,0
Female,COD,UZB,7,92,58,40,33
Female,COD,VUT,0,1,0,0,0
Female,COD,VEN,4,9,5,4,3
Female,COD,VNM,0,50,31,22,18
Female,COD,VIR,0,0,0,0,0
Female,COD,VGB,0,0,0,0,0
Female,COD,WLF,0,0,0,0,0
Female,COD,PSE,0,2305,1446,1009,832
Female,COD,YEM,2,5914,3710,2589,2134
Female,COD,ZMB,0,8,5,4,3
Female,COD,ZWE,0,5,3,2,2
Female,COG,AFG,0,0,0,0,0
Female,COG,DZA,2,3,0,0,0
Female,COG,AUS,0,0,0,0,0
Female,COG,AUT,0,0,0,0,0
Female,COG,AZE,1,2,65,107,20
Female,COG,BLR,0,0,14,22,4
Female,COG,BLZ,0,0,0,0,0
Female,COG,BEN,283,471,1213,1995,365
Female,COG,ALB,6,9,10,17,3
Female,COG,ASM,0,0,0,0,0
Female,COG,AND,0,0,0,0,0
Female,COG,AGO,415,692,2896,4763,872
Female,COG,AIA,0,0,0,0,0
Female,COG,ATG,0,0,0,0,0
Female,COG,ARG,0,0,0,0,0
Female,COG,ARM,3,4,150,248,45
Female,COG,ABW,0,0,0,0,0
Female,COG,BHS,0,0,0,0,0
Female,COG,BHR,0,0,0,1,0
Female,COG,BGD,0,0,0,0,0
Female,COG,BRB,0,0,0,0,0
Female,COG,BEL,195,325,131,215,39
Female,COG,BMU,0,0,0,0,0
Female,COG,BTN,0,0,0,0,0
Female,COG,BOL,0,0,0,0,0
Female,COG,BIH,0,0,0,0,0
Female,COG,BWA,0,0,0,0,0
Female,COG,BRA,0,0,0,0,0
Female,COG,BRN,0,0,0,0,0
Female,COG,BGR,0,0,0,0,0
Female,COG,BFA,2,3,0,0,0
Female,COG,BDI,127,212,30,50,9
Female,COG,KHM,0,0,0,0,0
Female,COG,CMR,314,523,765,1256,229
Female,COG,CAN,2,3,2,3,0
Female,COG,CPV,4,7,1,2,0
Female,COG,CYM,0,0,0,0,0
Female,COG,CAF,1702,2839,2663,4377,800
Female,COG,TCD,217,361,610,1000,182
Female,COG,CHI,NA,NA,NA,NA,NA
Female,COG,CHL,0,0,0,0,0
Female,COG,CHN,18,30,12,20,4
Female,COG,COL,0,0,0,0,0
Female,COG,COM,27,46,6,11,2
Female,COG,COD,5112,8527,24381,40119,7343
Female,COG,COG,0,0,0,0,0
Female,COG,COK,0,0,0,0,0
Female,COG,CRI,0,0,0,0,0
Female,COG,CIV,0,1,0,0,0
Female,COG,HRV,0,0,0,0,0
Female,COG,CUB,0,0,61,101,19
Female,COG,CYP,0,0,0,0,0
Female,COG,CZE,0,0,0,0,0
Female,COG,DNK,0,0,0,0,0
Female,COG,DJI,0,0,0,0,0
Female,COG,DMA,0,0,0,0,0
Female,COG,DOM,0,0,0,0,0
Female,COG,ECU,0,0,0,0,0
Female,COG,EGY,13,21,3,5,0
Female,COG,SLV,0,0,0,0,0
Female,COG,GNQ,15,26,120,198,36
Female,COG,ERI,186,309,44,73,13
Female,COG,EST,0,0,0,1,0
Female,COG,ETH,0,0,0,0,0
Female,COG,FRO,0,0,0,0,0
Female,COG,FLK,0,0,0,0,0
Female,COG,FJI,0,0,0,0,0
Female,COG,FIN,0,0,0,0,0
Female,COG,FRA,1035,1725,2180,3583,655
Female,COG,GUF,0,0,0,0,0
Female,COG,PYF,0,0,0,0,0
Female,COG,GAB,112,186,270,444,81
Female,COG,GMB,1073,1791,0,1,0
Female,COG,GEO,0,0,23,38,7
Female,COG,DEU,4,7,52,85,16
Female,COG,GHA,668,1115,0,1,0
Female,COG,GIB,0,0,0,0,0
Female,COG,GRC,19,31,12,20,4
Female,COG,GRL,0,0,0,0,0
Female,COG,GRD,0,0,0,0,0
Female,COG,GLP,0,0,0,0,0
Female,COG,GUM,0,0,0,0,0
Female,COG,GTM,0,0,0,0,0
Female,COG,GIN,28,46,7,11,2
Female,COG,GNB,22,36,5,8,2
Female,COG,GUY,0,0,0,0,0
Female,COG,HTI,0,0,0,0,0
Female,COG,HND,0,0,0,0,0
Female,COG,HKG,0,0,0,0,0
Female,COG,HUN,0,0,0,0,0
Female,COG,ISL,0,0,0,0,0
Female,COG,IND,61,102,169,278,51
Female,COG,IDN,0,0,0,0,0
Female,COG,IRN,0,0,0,0,0
Female,COG,IRQ,0,1,2,3,0
Female,COG,IRL,0,0,0,0,0
Female,COG,IMY,NA,NA,NA,NA,NA
Female,COG,ISR,0,0,0,1,0
Female,COG,ITA,14,23,9,15,3
Female,COG,JAM,0,0,0,0,0
Female,COG,JPN,0,0,0,2,0
Female,COG,JOR,0,1,2,3,0
Female,COG,KAZ,0,0,16,27,5
Female,COG,KEN,88,147,21,35,6
Female,COG,KIR,0,0,0,0,0
Female,COG,PRK,0,0,0,0,0
Female,COG,KOR,0,0,0,0,0
Female,COG,KSV,NA,NA,NA,NA,NA
Female,COG,KWT,0,0,0,0,0
Female,COG,KGZ,0,0,3,5,0
Female,COG,LAO,0,0,0,0,0
Female,COG,LVA,0,0,0,0,0
Female,COG,LBN,3,4,74,121,22
Female,COG,LSO,0,0,0,0,0
Female,COG,LBR,0,0,0,0,0
Female,COG,LBY,0,2,0,0,0
Female,COG,LIE,0,0,0,0,0
Female,COG,LTU,0,0,0,2,0
Female,COG,LUX,1,2,0,1,0
Female,COG,MAC,0,0,0,0,0
Female,COG,MKD,0,0,0,0,0
Female,COG,MDG,0,1,0,0,0
Female,COG,MWI,0,0,0,0,0
Female,COG,MYS,0,0,0,0,0
Female,COG,MDV,0,0,0,0,0
Female,COG,MLI,26,43,1186,1950,356
Female,COG,MLT,0,0,0,0,0
Female,COG,MHL,0,0,0,0,0
Female,COG,MTQ,0,0,0,0,0
Female,COG,MRT,76,127,122,200,36
Female,COG,MUS,0,0,0,0,0
Female,COG,MYT,0,0,0,0,0
Female,COG,MEX,0,0,0,0,0
Female,COG,FSM,0,0,0,0,0
Female,COG,MDA,0,0,3,4,0
Female,COG,MCO,0,0,0,0,0
Female,COG,MNG,0,0,0,0,0
Female,COG,MNE,NA,NA,NA,NA,NA
Female,COG,MSR,0,0,0,0,0
Female,COG,MAR,0,0,0,0,0
Female,COG,MOZ,0,2,0,0,0
Female,COG,MMR,0,0,0,0,0
Female,COG,NAM,0,0,0,0,0
Female,COG,NRU,0,0,0,0,0
Female,COG,NPL,0,0,0,0,0
Female,COG,NLD,4,7,3,5,0
Female,COG,ANT,0,0,0,0,0
Female,COG,NCL,0,0,0,0,0
Female,COG,NZL,0,0,2,3,0
Female,COG,NIC,0,0,0,0,0
Female,COG,NER,4,7,0,2,0
Female,COG,NGA,177,295,42,70,13
Female,COG,NIU,0,0,0,0,0
Female,COG,NFK,0,0,0,0,0
Female,COG,MNP,0,0,0,0,0
Female,COG,NOR,0,0,0,0,0
Female,COG,OMN,0,0,0,0,0
Female,COG,PAK,6,10,16,26,5
Female,COG,PLW,0,0,0,0,0
Female,COG,PAN,0,0,0,0,0
Female,COG,PNG,0,0,0,0,0
Female,COG,PRY,0,0,0,0,0
Female,COG,PER,0,0,0,0,0
Female,COG,PHL,0,0,1,2,0
Female,COG,POL,0,0,0,0,0
Female,COG,PRT,14,23,102,167,31
Female,COG,PRI,0,0,0,0,0
Female,COG,QAT,0,0,0,0,0
Female,COG,zzz,NA,NA,NA,NA,NA
Female,COG,REU,0,0,0,0,0
Female,COG,ROM,2,3,1,2,0
Female,COG,RUS,0,0,20,33,6
Female,COG,RWA,282,469,67,110,20
Female,COG,SHN,0,0,0,0,0
Female,COG,SPM,0,0,0,0,0
Female,COG,WSM,0,0,0,0,0
Female,COG,SMR,0,0,0,0,0
Female,COG,STP,1,2,0,0,0
Female,COG,SAU,1,2,3,5,0
Female,COG,SEN,613,1020,477,781,142
Female,COG,SRB,NA,NA,NA,NA,NA
Female,COG,SCG,0,0,0,0,0
Female,COG,SYC,0,0,0,0,0
Female,COG,SLE,2,3,0,0,0
Female,COG,SGP,0,0,0,0,0
Female,COG,SVK,0,0,0,0,0
Female,COG,SVN,0,0,0,0,0
Female,COG,SLB,0,0,0,0,0
Female,COG,SOM,24,40,6,9,2
Female,COG,ZAF,0,0,0,0,0
Female,COG,ESP,2,3,1,2,0
Female,COG,LKA,0,0,0,0,0
Female,COG,KNA,0,0,0,0,0
Female,COG,LCA,0,0,0,0,0
Female,COG,VCT,0,0,0,0,0
Female,COG,SDN,143,239,34,56,10
Female,COG,SUR,0,0,0,0,0
Female,COG,SWZ,0,0,0,0,0
Female,COG,SWE,0,0,0,0,0
Female,COG,CHE,2,4,1,2,0
Female,COG,SYR,1,2,4,7,1
Female,COG,TWN,0,0,0,0,0
Female,COG,TJK,0,0,11,17,3
Female,COG,TZA,96,160,23,38,7
Female,COG,THA,0,0,0,0,0
Female,COG,TLS,0,0,0,0,0
Female,COG,TGO,119,199,218,358,66
Female,COG,TKL,0,0,0,0,0
Female,COG,TON,0,0,0,0,0
Female,COG,TTO,0,0,0,0,0
Female,COG,TUN,0,0,0,0,0
Female,COG,TUR,0,0,0,0,0
Female,COG,TKM,0,0,2,3,0
Female,COG,TCA,0,0,0,0,0
Female,COG,TUV,0,0,0,0,0
Female,COG,UGA,16,26,4,6,1
Female,COG,UKR,0,0,55,90,17
Female,COG,ARE,0,0,0,0,0
Female,COG,GBR,177,295,124,204,37
Female,COG,USA,6,9,8,13,2
Female,COG,URY,0,0,0,0,0
Female,COG,UZB,0,0,32,52,10
Female,COG,VUT,0,0,0,0,0
Female,COG,VEN,0,0,0,0,0
Female,COG,VNM,0,0,0,0,0
Female,COG,VIR,0,0,0,0,0
Female,COG,VGB,0,0,0,0,0
Female,COG,WLF,0,0,0,0,0
Female,COG,PSE,4,7,11,18,3
Female,COG,YEM,10,17,29,47,9
Female,COG,ZMB,0,0,0,0,0
Female,COG,ZWE,0,0,0,0,0
Female,COK,AFG,0,0,0,0,0
Female,COK,DZA,0,0,0,0,0
Female,COK,AUS,12,14,35,18,5
Female,COK,AUT,0,0,0,1,2
Female,COK,AZE,0,0,0,0,0
Female,COK,BLR,0,0,0,0,0
Female,COK,BLZ,0,0,0,0,0
Female,COK,BEN,0,0,0,0,0
Female,COK,ALB,0,0,0,0,0
Female,COK,ASM,0,0,0,0,0
Female,COK,AND,0,0,0,0,0
Female,COK,AGO,0,0,0,0,0
Female,COK,AIA,0,0,0,0,0
Female,COK,ATG,0,0,0,0,0
Female,COK,ARG,0,0,0,0,0
Female,COK,ARM,0,0,0,0,0
Female,COK,ABW,0,0,0,0,0
Female,COK,BHS,0,0,0,0,0
Female,COK,BHR,0,0,0,0,0
Female,COK,BGD,0,0,0,0,0
Female,COK,BRB,0,0,0,0,0
Female,COK,BEL,0,0,0,0,0
Female,COK,BMU,0,0,0,0,0
Female,COK,BTN,0,0,0,0,0
Female,COK,BOL,0,0,0,0,0
Female,COK,BIH,0,0,0,0,1
Female,COK,BWA,0,0,0,0,0
Female,COK,BRA,0,0,0,0,0
Female,COK,BRN,0,0,0,0,0
Female,COK,BGR,0,0,0,0,0
Female,COK,BFA,0,0,0,0,0
Female,COK,BDI,0,0,0,0,0
Female,COK,KHM,0,0,0,0,0
Female,COK,CMR,0,0,0,0,0
Female,COK,CAN,0,0,0,1,2
Female,COK,CPV,0,0,0,0,0
Female,COK,CYM,0,0,0,0,0
Female,COK,CAF,0,0,0,0,0
Female,COK,TCD,0,0,0,0,0
Female,COK,CHI,NA,NA,NA,NA,NA
Female,COK,CHL,0,0,0,0,1
Female,COK,CHN,0,0,0,5,8
Female,COK,COL,0,0,0,0,0
Female,COK,COM,0,0,0,0,0
Female,COK,COD,0,0,0,0,0
Female,COK,COG,0,0,0,0,0
Female,COK,COK,0,0,0,0,0
Female,COK,CRI,0,0,0,0,0
Female,COK,CIV,0,0,0,0,0
Female,COK,HRV,0,0,0,2,3
Female,COK,CUB,0,0,0,0,0
Female,COK,CYP,0,0,0,1,2
Female,COK,CZE,0,0,0,0,0
Female,COK,DNK,0,0,0,0,0
Female,COK,DJI,0,0,0,0,0
Female,COK,DMA,0,0,0,0,0
Female,COK,DOM,0,0,0,0,0
Female,COK,ECU,0,0,0,0,0
